tag,seed,h,minutes_ahead,AQL,MAE,RMSE,AQCR,coverage80,AIW
mrinn_rolling,42,20,300,26.52212142944336,69.22298431396484,390.04168701171875,0.0,82.35566756467078,164.67037963867188
mrinn_rolling,42,21,315,26.56013412475586,69.16885375976562,389.99273681640625,0.0,79.02146519509864,153.51937866210938
mrinn_rolling,42,22,330,26.466926193237306,68.97994995117188,389.9282531738281,0.0,79.93105645838764,156.47486877441406
mrinn_rolling,42,23,345,26.572622299194336,69.15180969238281,390.0002746582031,0.0,79.92236609599954,156.5303192138672
mrinn_rolling,42,24,360,26.47464714050293,69.0879135131836,389.984619140625,0.0,80.65815011152631,158.68817138671875
mrinn_rolling,42,25,375,26.540054702758788,69.16952514648438,390.0216064453125,0.0,79.36038932823499,154.92958068847656
mrinn_rolling,42,26,390,26.49808464050293,69.21784210205078,390.0243835449219,0.0,81.77631007213002,163.11395263671875
mrinn_rolling,42,27,405,26.574910736083986,69.23394012451172,390.0498962402344,0.0,81.4721473885461,162.47804260253906
mrinn_rolling,42,28,420,26.475771713256837,69.12651824951172,390.0028076171875,0.0,81.62567712406941,162.86715698242188
mrinn_rolling,42,29,435,26.492240142822265,69.15054321289062,390.019775390625,0.0,80.49303322615219,158.00331115722656
mrinn_rolling,42,30,450,26.518897247314452,69.21658325195312,390.0478820800781,0.0,80.8696155963037,160.2484893798828
mrinn_rolling,42,31,465,26.53366355895996,69.07743835449219,390.0234069824219,0.0,78.94035514614292,153.9832000732422
mrinn_rolling,42,32,480,26.539208984375,69.40564727783203,390.0460205078125,0.0,80.88409953361722,160.12820434570312
mrinn_rolling,42,33,495,26.55231590270996,69.16915130615234,390.0189208984375,0.0,80.73636337301933,160.03753662109375
mrinn_rolling,42,34,510,26.519464874267577,69.308349609375,390.0208435058594,0.0,80.67842762376524,159.6053009033203
mrinn_rolling,42,35,525,26.532585906982423,69.07788848876953,389.97564697265625,0.0,79.50522870137019,155.36866760253906
mrinn_rolling,42,36,540,26.48831672668457,69.16511535644531,389.9761657714844,0.0,80.59731757480954,159.0478057861328
mrinn_rolling,42,37,555,26.59566879272461,69.33789825439453,390.0099792480469,0.0,79.94264360823846,157.4596405029297
mrinn_rolling,42,38,570,26.535367965698242,69.35121154785156,390.0429382324219,0.0,81.52718635033747,162.8838653564453
mrinn_rolling,42,39,585,26.503789138793945,69.08203125,389.95733642578125,0.0,80.20625126734451,157.09872436523438
mrinn_rolling,42,40,600,26.482284164428712,69.18373107910156,389.991943359375,0.0,81.23461081660439,160.740966796875
mrinn_rolling,42,41,615,26.51830596923828,69.24159240722656,389.99139404296875,0.0,80.44378783928623,157.783203125
mrinn_rolling,42,42,630,26.447317123413086,69.12162017822266,389.90185546875,0.0,80.84644129660207,159.18028259277344
mrinn_rolling,42,43,645,26.508287048339845,69.09528350830078,389.87664794921875,0.0,80.99128066973726,159.68136596679688
mrinn_rolling,42,44,660,26.47880859375,69.19232177734375,389.8852233886719,0.0,81.35627589003795,160.98776245117188
mrinn_rolling,42,45,675,26.522741317749023,69.2238998413086,389.89300537109375,0.0,80.8609252339156,159.21310424804688
mrinn_rolling,42,46,690,26.436339950561525,69.0755844116211,389.8512878417969,0.0,81.22592045421626,160.22169494628906
mrinn_rolling,42,47,705,26.519895553588867,69.21146392822266,389.9020690917969,0.0,79.45888010196693,154.59100341796875
mrinn_rolling,42,48,720,26.42119369506836,68.94347381591797,389.80926513671875,0.0,81.27516584108224,160.21287536621094
mrinn_rolling,42,49,735,26.571177291870118,69.37950134277344,390.50555419921875,0.0,80.5017235885403,157.27822875976562
mrinn_rolling,42,50,750,26.471754455566405,69.14308166503906,390.498291015625,0.0,81.21433330436545,159.66273498535156
mrinn_rolling,42,51,765,26.560934448242186,69.17727661132812,390.5237121582031,0.0,79.08519451927812,152.4403076171875
mrinn_rolling,42,52,780,26.456687927246094,69.02033233642578,390.44281005859375,0.0,81.04052605660323,158.8140869140625
mrinn_rolling,42,53,795,26.51301727294922,69.12207794189453,390.48699951171875,0.0,80.40323281480838,156.9884033203125
mrinn_rolling,42,54,810,26.485871887207033,69.13992309570312,390.5097961425781,0.0,81.11873931809623,159.31700134277344
mrinn_rolling,42,55,825,26.502278137207032,69.14585876464844,390.53009033203125,0.0,80.52200110077924,157.18765258789062
mrinn_rolling,42,56,840,26.496569061279295,69.25694274902344,390.5743408203125,0.0,80.74215694794474,158.5851593017578
mrinn_rolling,42,57,855,26.522064208984375,69.16815185546875,390.5533752441406,0.0,80.27577416644941,156.8631134033203
mrinn_rolling,42,58,870,26.45543327331543,69.06526184082031,390.51922607421875,0.0,81.73575504765216,161.8483428955078
mrinn_rolling,42,59,885,26.484059143066407,69.08634948730469,390.5517883300781,0.0,79.67903594913241,154.61285400390625
mrinn_rolling,42,60,900,26.470255279541014,69.16539764404297,390.5572814941406,0.0,80.34819385301701,156.5585479736328
mrinn_rolling,42,61,915,26.497560882568358,69.08621215820312,390.531982421875,0.0,80.83195735928855,158.8253936767578
mrinn_rolling,42,62,930,26.5009765625,69.2137451171875,390.54156494140625,0.0,81.54746386257641,161.95713806152344
mrinn_rolling,42,63,945,26.518421173095703,69.14041137695312,390.5159606933594,0.0,79.25031140465224,153.25624084472656
mrinn_rolling,42,64,960,26.349941635131835,68.78707885742188,390.4305419921875,0.0,81.45476666376989,160.00318908691406
mrinn_rolling,42,65,975,26.494742584228515,69.16045379638672,390.4809875488281,0.0,79.96002433301469,155.44737243652344
